Date,total_confirmed_cases,total_discharged,total_deaths,total_active_cases,new_confirmed_cases,new_discharged,new_deaths,State,data
2020-04-25,8.0,2.0,1.0,5.0,4.0,0.0,0.0,Ekiti,
2020-04-25,2.0,2.0,0.0,0.0,0.0,0.0,0.0,Enugu,
2020-04-25,1.0,1.0,0.0,0.0,0.0,1.0,0.0,Anambra,
2020-04-25,2.0,0.0,0.0,2.0,0.0,0.0,0.0,Jigawa,
2020-04-25,689.0,122.0,19.0,548.0,27.0,6.0,3.0,Lagos,
2020-04-25,32.0,18.0,0.0,14.0,12.0,0.0,0.0,Osun,
2020-04-25,2.0,0.0,0.0,2.0,0.0,0.0,0.0,Abia,
2020-04-25,4.0,2.0,0.0,2.0,1.0,0.0,0.0,Ondo,
2020-04-25,2.0,0.0,0.0,2.0,0.0,0.0,0.0,Zamfara,
2020-04-25,11.0,6.0,1.0,4.0,0.0,3.0,0.0,Akwa Ibom,
2020-04-24,2.0,0.0,0.0,2.0,1.0,0.0,0.0,Sokoto,
2020-04-24,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Benue,
2020-04-24,8.0,5.0,0.0,3.0,0.0,0.0,0.0,Bauchi,
2020-04-24,30.0,5.0,1.0,24.0,1.0,0.0,0.0,Ogun,
2020-04-24,662.0,116.0,16.0,530.0,80.0,10.0,0.0,Lagos,
2020-04-24,3.0,2.0,0.0,1.0,0.0,1.0,0.0,Ondo,
2020-04-24,12.0,0.0,2.0,10.0,0.0,0.0,0.0,Borno,
2020-04-24,2.0,0.0,0.0,2.0,0.0,0.0,0.0,Abia,
2020-04-24,73.0,0.0,1.0,72.0,0.0,0.0,0.0,Kano,
2020-04-24,30.0,0.0,0.0,30.0,21.0,0.0,0.0,Gombe,
2020-04-24,3.0,2.0,1.0,0.0,0.0,0.0,0.0,Rivers,
2020-04-24,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Adamawa,
2020-04-24,2.0,0.0,0.0,2.0,0.0,0.0,0.0,Niger,
2020-04-24,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Anambra,
2020-04-24,11.0,2.0,0.0,9.0,0.0,0.0,0.0,Kwara,
2020-04-24,20.0,18.0,0.0,2.0,0.0,0.0,0.0,Osun,
2020-04-24,21.0,0.0,1.0,20.0,0.0,0.0,0.0,Katsina,
2020-04-24,19.0,7.0,3.0,9.0,2.0,0.0,1.0,Edo,
2020-04-24,18.0,5.0,1.0,12.0,1.0,0.0,0.0,Oyo,
2020-04-24,2.0,0.0,0.0,2.0,,,,Zamfara,
2020-04-24,10.0,4.0,0.0,6.0,1.0,0.0,0.0,Kaduna,
2020-04-24,11.0,3.0,1.0,7.0,0.0,0.0,0.0,Akwa Ibom,
2020-04-24,4.0,2.0,1.0,1.0,0.0,0.0,0.0,Ekiti,
2020-04-24,2.0,2.0,0.0,0.0,0.0,0.0,0.0,Enugu,
2020-04-24,2.0,0.0,0.0,2.0,0.0,0.0,0.0,Jigawa,
2020-04-24,6.0,0.0,1.0,5.0,0.0,0.0,0.0,Delta,
2020-04-23,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Sokoto,
2020-04-23,2.0,0.0,0.0,2.0,0.0,0.0,0.0,Jigawa,
2020-04-23,17.0,5.0,1.0,11.0,0.0,0.0,0.0,Oyo,
2020-04-23,582.0,106.0,16.0,460.0,78.0,0.0,1.0,Lagos,
2020-04-23,4.0,2.0,1.0,1.0,0.0,0.0,0.0,Ekiti,
2020-04-23,21.0,0.0,1.0,20.0,0.0,0.0,0.0,Katsina,
2020-04-23,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Anambra,
2020-04-23,9.0,4.0,0.0,5.0,0.0,0.0,0.0,Kaduna,
2020-04-23,9.0,0.0,0.0,9.0,4.0,0.0,0.0,Gombe,
2020-04-23,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Adamawa,
2020-04-23,8.0,5.0,0.0,3.0,0.0,0.0,0.0,Bauchi,
2020-04-23,17.0,7.0,2.0,8.0,0.0,0.0,0.0,Edo,
2020-04-23,20.0,18.0,0.0,2.0,0.0,0.0,0.0,Osun,
2020-04-23,11.0,3.0,1.0,7.0,2.0,0.0,0.0,Akwa Ibom,
2020-04-23,6.0,0.0,1.0,5.0,0.0,0.0,0.0,Delta,
2020-04-23,2.0,2.0,0.0,0.0,0.0,0.0,0.0,Enugu,
2020-04-23,29.0,5.0,1.0,23.0,5.0,0.0,1.0,Ogun,
2020-04-23,3.0,2.0,1.0,0.0,0.0,0.0,1.0,Rivers,
2020-04-23,11.0,2.0,0.0,9.0,1.0,0.0,0.0,Kwara,
2020-04-23,2.0,0.0,0.0,2.0,0.0,0.0,0.0,Abia,
2020-04-23,73.0,0.0,1.0,72.0,0.0,0.0,0.0,Kano,
2020-04-23,12.0,0.0,2.0,10.0,3.0,0.0,0.0,Borno,
2020-04-23,3.0,1.0,0.0,2.0,0.0,0.0,0.0,Ondo,
2020-04-23,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Benue,
2020-04-23,2.0,0.0,0.0,2.0,0.0,0.0,0.0,Niger,
2020-04-22,2.0,2.0,0.0,0.0,0.0,0.0,0.0,Enugu,
2020-04-22,2.0,0.0,0.0,2.0,0.0,0.0,0.0,Abia,
2020-04-22,10.0,2.0,0.0,8.0,1.0,0.0,0.0,Kwara,
2020-04-22,9.0,3.0,1.0,5.0,0.0,0.0,0.0,Akwa Ibom,
2020-04-22,17.0,5.0,1.0,11.0,1.0,0.0,1.0,Oyo,
2020-04-22,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Anambra,
2020-04-22,3.0,1.0,0.0,2.0,0.0,0.0,0.0,Ondo,
2020-04-22,24.0,5.0,0.0,19.0,4.0,0.0,0.0,Ogun,
2020-04-22,9.0,0.0,2.0,7.0,0.0,0.0,1.0,Borno,
2020-04-22,21.0,0.0,1.0,20.0,5.0,0.0,0.0,Katsina,
2020-04-22,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Sokoto,
2020-04-22,5.0,0.0,0.0,5.0,0.0,0.0,0.0,Gombe,
2020-04-22,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Benue,
2020-04-22,9.0,4.0,0.0,5.0,0.0,0.0,0.0,Kaduna,
2020-04-22,8.0,5.0,0.0,3.0,0.0,0.0,0.0,Bauchi,
2020-04-22,73.0,0.0,1.0,72.0,0.0,0.0,0.0,Kano,
2020-04-22,6.0,0.0,1.0,5.0,2.0,0.0,0.0,Delta,
2020-04-22,3.0,2.0,0.0,1.0,0.0,0.0,0.0,Rivers,
2020-04-22,2.0,0.0,0.0,2.0,0.0,0.0,0.0,Niger,
2020-04-22,17.0,7.0,2.0,8.0,2.0,0.0,0.0,Edo,
2020-04-22,1.0,0.0,0.0,1.0,1.0,0.0,0.0,Adamawa,
2020-04-22,20.0,18.0,0.0,2.0,0.0,0.0,0.0,Osun,
2020-04-22,2.0,0.0,0.0,2.0,0.0,0.0,0.0,Jigawa,
2020-04-22,504.0,106.0,15.0,383.0,74.0,0.0,0.0,Lagos,
2020-04-22,4.0,2.0,1.0,1.0,0.0,0.0,1.0,Ekiti,
2020-04-21,2.0,0.0,0.0,2.0,0.0,0.0,0.0,Jigawa,
2020-04-21,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Anambra,
2020-04-21,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Benue,
2020-04-21,2.0,2.0,0.0,0.0,0.0,0.0,0.0,Enugu,
2020-04-21,3.0,1.0,0.0,2.0,0.0,0.0,0.0,Ondo,
2020-04-21,4.0,0.0,1.0,3.0,0.0,0.0,0.0,Delta,
2020-04-21,9.0,2.0,0.0,7.0,0.0,0.0,0.0,Kwara,
2020-04-21,20.0,18.0,0.0,2.0,0.0,0.0,0.0,Osun,
2020-04-21,3.0,2.0,0.0,1.0,1.0,0.0,0.0,Rivers,
2020-04-21,2.0,0.0,0.0,2.0,0.0,0.0,0.0,Niger,
2020-04-21,2.0,0.0,0.0,2.0,0.0,0.0,0.0,Abia,
2020-04-21,16.0,0.0,1.0,15.0,4.0,0.0,0.0,Katsina,
2020-04-21,430.0,106.0,15.0,309.0,54.0,9.0,2.0,Lagos,
2020-04-21,20.0,5.0,0.0,15.0,8.0,0.0,0.0,Ogun,
2020-04-21,15.0,7.0,2.0,6.0,0.0,0.0,1.0,Edo,
2020-04-21,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Sokoto,
2020-04-21,8.0,5.0,0.0,3.0,1.0,0.0,0.0,Bauchi,
2020-04-21,5.0,0.0,0.0,5.0,0.0,0.0,0.0,Gombe,
2020-04-21,9.0,4.0,0.0,5.0,0.0,0.0,0.0,Kaduna,
2020-04-21,9.0,0.0,1.0,8.0,6.0,0.0,0.0,Borno,
2020-04-21,73.0,0.0,1.0,72.0,14.0,0.0,0.0,Kano,
2020-04-21,4.0,2.0,0.0,2.0,0.0,0.0,0.0,Ekiti,
2020-04-21,9.0,3.0,1.0,5.0,0.0,0.0,0.0,Akwa Ibom,
2020-04-21,16.0,5.0,0.0,11.0,0.0,0.0,0.0,Oyo,
2020-04-20,3.0,1.0,0.0,2.0,0.0,1.0,0.0,Ondo,
2020-04-20,376.0,97.0,13.0,266.0,0.0,0.0,0.0,Lagos,
2020-04-20,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Anambra,
2020-04-20,9.0,4.0,0.0,5.0,3.0,0.0,0.0,Kaduna,
2020-04-20,12.0,0.0,1.0,11.0,0.0,0.0,0.0,Katsina,
2020-04-20,2.0,0.0,0.0,2.0,0.0,0.0,0.0,Jigawa,
2020-04-20,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Benue,
2020-04-20,4.0,2.0,0.0,2.0,1.0,0.0,0.0,Ekiti,
2020-04-20,20.0,18.0,0.0,2.0,0.0,0.0,0.0,Osun,
2020-04-20,5.0,0.0,0.0,5.0,,,,Gombe,
2020-04-20,16.0,5.0,0.0,11.0,0.0,0.0,0.0,Oyo,
2020-04-20,1.0,0.0,0.0,1.0,1.0,0.0,0.0,Sokoto,
2020-04-20,2.0,0.0,0.0,2.0,0.0,0.0,0.0,Niger,
2020-04-20,4.0,0.0,1.0,3.0,0.0,0.0,0.0,Delta,
2020-04-20,7.0,5.0,0.0,2.0,0.0,4.0,0.0,Bauchi,
2020-04-20,15.0,7.0,1.0,7.0,0.0,1.0,0.0,Edo,
2020-04-20,2.0,2.0,0.0,0.0,0.0,0.0,0.0,Enugu,
2020-04-20,59.0,0.0,1.0,58.0,23.0,0.0,0.0,Kano,
2020-04-20,9.0,3.0,1.0,5.0,0.0,0.0,0.0,Akwa Ibom,
2020-04-20,3.0,0.0,1.0,2.0,2.0,0.0,0.0,Borno,
2020-04-20,12.0,5.0,0.0,7.0,0.0,0.0,0.0,Ogun,
2020-04-20,2.0,2.0,0.0,0.0,0.0,0.0,0.0,Rivers,
2020-04-20,2.0,0.0,0.0,2.0,,,,Abia,
2020-04-20,9.0,2.0,0.0,7.0,0.0,0.0,0.0,Kwara,
2020-04-19,3.0,2.0,0.0,1.0,-1.0,0.0,0.0,Ekiti,
2020-04-19,3.0,0.0,0.0,3.0,0.0,0.0,0.0,Ondo,
2020-04-19,9.0,3.0,1.0,5.0,3.0,0.0,1.0,Akwa Ibom,
2020-04-19,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Benue,
2020-04-19,2.0,2.0,0.0,0.0,0.0,0.0,0.0,Rivers,
2020-04-19,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Anambra,
2020-04-19,15.0,6.0,1.0,8.0,0.0,0.0,0.0,Edo,
2020-04-19,20.0,18.0,0.0,2.0,0.0,0.0,0.0,Osun,
2020-04-19,16.0,5.0,0.0,11.0,0.0,0.0,0.0,Oyo,
2020-04-19,1.0,0.0,1.0,0.0,,,,Borno,
2020-04-19,4.0,0.0,1.0,3.0,0.0,0.0,0.0,Delta,
2020-04-19,36.0,0.0,1.0,35.0,-1.0,0.0,0.0,Kano,
2020-04-19,2.0,2.0,0.0,0.0,0.0,0.0,0.0,Enugu,
2020-04-19,2.0,0.0,0.0,2.0,0.0,0.0,0.0,Niger,
2020-04-19,12.0,5.0,0.0,7.0,0.0,0.0,0.0,Ogun,
2020-04-19,6.0,4.0,0.0,2.0,0.0,0.0,0.0,Kaduna,
2020-04-19,9.0,2.0,0.0,7.0,0.0,0.0,0.0,Kwara,
2020-04-19,12.0,0.0,1.0,11.0,3.0,0.0,0.0,Katsina,
2020-04-19,376.0,97.0,13.0,266.0,70.0,4.0,0.0,Lagos,
2020-04-19,2.0,0.0,0.0,2.0,2.0,0.0,0.0,Jigawa,
2020-04-19,7.0,1.0,0.0,6.0,1.0,0.0,0.0,Bauchi,
2020-04-18,6.0,4.0,0.0,2.0,0.0,0.0,0.0,Kaduna,
2020-04-18,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Benue,
2020-04-18,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Anambra,
2020-04-18,9.0,2.0,0.0,7.0,0.0,2.0,0.0,Kwara,
2020-04-18,6.0,3.0,0.0,3.0,0.0,0.0,0.0,Akwa Ibom,
2020-04-18,37.0,0.0,1.0,36.0,10.0,0.0,0.0,Kano,
2020-04-18,16.0,5.0,0.0,11.0,1.0,0.0,0.0,Oyo,
2020-04-18,306.0,93.0,13.0,200.0,23.0,3.0,2.0,Lagos,
2020-04-18,6.0,1.0,0.0,5.0,0.0,1.0,0.0,Bauchi,
2020-04-18,4.0,0.0,1.0,3.0,0.0,0.0,0.0,Delta,
2020-04-18,15.0,6.0,1.0,8.0,0.0,0.0,0.0,Edo,
2020-04-18,2.0,0.0,0.0,2.0,0.0,0.0,0.0,Niger,
2020-04-18,12.0,5.0,0.0,7.0,2.0,0.0,0.0,Ogun,
2020-04-18,2.0,2.0,0.0,0.0,0.0,0.0,0.0,Rivers,
2020-04-18,20.0,18.0,0.0,2.0,0.0,1.0,0.0,Osun,
2020-04-18,9.0,0.0,1.0,8.0,0.0,0.0,0.0,Katsina,
2020-04-18,4.0,2.0,0.0,2.0,1.0,0.0,0.0,Ekiti,
2020-04-18,3.0,0.0,0.0,3.0,0.0,0.0,0.0,Ondo,
2020-04-18,2.0,2.0,0.0,0.0,0.0,0.0,0.0,Enugu,
2020-04-17,6.0,3.0,0.0,3.0,0.0,0.0,0.0,Akwa Ibom,
2020-04-17,3.0,2.0,0.0,1.0,1.0,1.0,0.0,Ekiti,
2020-04-17,283.0,90.0,11.0,182.0,32.0,0.0,4.0,Lagos,
2020-04-17,3.0,0.0,0.0,3.0,0.0,0.0,0.0,Ondo,
2020-04-17,15.0,5.0,0.0,10.0,2.0,0.0,0.0,Oyo,
2020-04-17,10.0,5.0,0.0,5.0,1.0,0.0,0.0,Ogun,
2020-04-17,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Benue,
2020-04-17,15.0,6.0,1.0,8.0,0.0,1.0,0.0,Edo,
2020-04-17,2.0,0.0,0.0,2.0,0.0,0.0,0.0,Niger,
2020-04-17,2.0,2.0,0.0,0.0,0.0,1.0,0.0,Rivers,
2020-04-17,20.0,17.0,0.0,3.0,0.0,0.0,0.0,Osun,
2020-04-17,4.0,0.0,1.0,3.0,0.0,0.0,0.0,Delta,
2020-04-17,6.0,0.0,0.0,6.0,0.0,0.0,0.0,Bauchi,
2020-04-17,9.0,0.0,0.0,9.0,5.0,0.0,0.0,Kwara,
2020-04-17,6.0,4.0,0.0,2.0,0.0,4.0,0.0,Kaduna,
2020-04-17,2.0,2.0,0.0,0.0,0.0,0.0,0.0,Enugu,
2020-04-17,27.0,0.0,1.0,26.0,6.0,0.0,0.0,Kano,
2020-04-17,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Anambra,
2020-04-17,9.0,0.0,1.0,8.0,2.0,0.0,0.0,Katsina,
2020-04-16,9.0,5.0,0.0,4.0,0.0,3.0,0.0,Ogun,
2020-04-16,4.0,0.0,1.0,3.0,0.0,0.0,0.0,Delta,
2020-04-16,15.0,5.0,1.0,9.0,0.0,5.0,0.0,Edo,
2020-04-16,6.0,3.0,0.0,3.0,0.0,3.0,0.0,Akwa Ibom,
2020-04-16,2.0,0.0,0.0,2.0,0.0,0.0,0.0,Niger,
2020-04-16,2.0,1.0,0.0,1.0,0.0,0.0,0.0,Rivers,
2020-04-16,2.0,1.0,0.0,1.0,0.0,0.0,0.0,Ekiti,
2020-04-16,251.0,90.0,7.0,154.0,19.0,5.0,0.0,Lagos,
2020-04-16,3.0,0.0,0.0,3.0,0.0,0.0,0.0,Ondo,
2020-04-16,13.0,5.0,0.0,8.0,2.0,1.0,0.0,Oyo,
2020-04-16,20.0,17.0,0.0,3.0,0.0,6.0,0.0,Osun,
2020-04-16,7.0,0.0,1.0,6.0,0.0,0.0,0.0,Katsina,
2020-04-16,2.0,2.0,0.0,0.0,0.0,1.0,0.0,Enugu,
2020-04-16,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Benue,
2020-04-16,4.0,0.0,0.0,4.0,0.0,0.0,0.0,Kwara,
2020-04-16,6.0,0.0,0.0,6.0,0.0,0.0,0.0,Bauchi,
2020-04-16,21.0,0.0,1.0,20.0,5.0,0.0,1.0,Kano,
2020-04-16,6.0,0.0,0.0,6.0,0.0,0.0,0.0,Kaduna,
2020-04-16,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Anambra,
2020-04-15,4.0,0.0,1.0,3.0,1.0,0.0,0.0,Delta,
2020-04-15,6.0,0.0,0.0,6.0,0.0,0.0,0.0,Akwa Ibom,
2020-04-15,2.0,1.0,0.0,1.0,0.0,1.0,0.0,Enugu,
2020-04-15,6.0,0.0,0.0,6.0,0.0,0.0,0.0,Kaduna,
2020-04-15,3.0,0.0,0.0,3.0,0.0,0.0,0.0,Ondo,
2020-04-15,4.0,0.0,0.0,4.0,0.0,0.0,0.0,Kwara,
2020-04-15,2.0,1.0,0.0,1.0,0.0,0.0,0.0,Rivers,
2020-04-15,6.0,0.0,0.0,6.0,0.0,0.0,0.0,Bauchi,
2020-04-15,2.0,1.0,0.0,1.0,0.0,0.0,0.0,Ekiti,
2020-04-15,232.0,85.0,7.0,140.0,18.0,16.0,1.0,Lagos,
2020-04-15,16.0,0.0,0.0,16.0,12.0,0.0,0.0,Kano,
2020-04-15,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Benue,
2020-04-15,9.0,2.0,0.0,7.0,0.0,0.0,0.0,Ogun,
2020-04-15,7.0,0.0,1.0,6.0,2.0,0.0,0.0,Katsina,
2020-04-15,20.0,11.0,0.0,9.0,0.0,0.0,0.0,Osun,
2020-04-15,11.0,4.0,0.0,7.0,0.0,0.0,0.0,Oyo,
2020-04-15,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Anambra,
2020-04-15,15.0,0.0,1.0,14.0,0.0,0.0,0.0,Edo,
2020-04-15,2.0,0.0,0.0,2.0,1.0,0.0,0.0,Niger,
2020-04-14,6.0,0.0,0.0,6.0,1.0,0.0,0.0,Akwa Ibom,
2020-04-14,2.0,1.0,0.0,1.0,0.0,0.0,0.0,Rivers,
2020-04-14,3.0,0.0,0.0,3.0,0.0,0.0,0.0,Ondo,
2020-04-14,4.0,0.0,0.0,4.0,0.0,0.0,0.0,Kwara,
2020-04-14,2.0,1.0,0.0,1.0,0.0,0.0,0.0,Ekiti,
2020-04-14,214.0,69.0,6.0,139.0,25.0,8.0,1.0,Lagos,
2020-04-14,9.0,2.0,0.0,7.0,0.0,0.0,0.0,Ogun,
2020-04-14,11.0,4.0,0.0,7.0,0.0,0.0,0.0,Oyo,
2020-04-14,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Niger,
2020-04-14,4.0,0.0,0.0,4.0,1.0,0.0,0.0,Kano,
2020-04-14,6.0,0.0,0.0,6.0,0.0,0.0,0.0,Bauchi,
2020-04-14,15.0,0.0,1.0,14.0,1.0,0.0,0.0,Edo,
2020-04-14,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Anambra,
2020-04-14,5.0,0.0,1.0,4.0,0.0,0.0,0.0,Katsina,
2020-04-14,20.0,11.0,0.0,9.0,0.0,0.0,0.0,Osun,
2020-04-14,3.0,0.0,1.0,2.0,0.0,0.0,0.0,Delta,
2020-04-14,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Benue,
2020-04-14,2.0,0.0,0.0,2.0,0.0,0.0,0.0,Enugu,
2020-04-14,6.0,0.0,0.0,6.0,0.0,0.0,0.0,Kaduna,
2020-04-13,11.0,4.0,0.0,7.0,0.0,0.0,0.0,Oyo,
2020-04-13,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Anambra,
2020-04-13,2.0,1.0,0.0,1.0,0.0,0.0,0.0,Ekiti,
2020-04-13,2.0,1.0,0.0,1.0,0.0,0.0,0.0,Rivers,
2020-04-13,5.0,0.0,1.0,4.0,0.0,0.0,0.0,Katsina,
2020-04-13,6.0,0.0,0.0,6.0,0.0,0.0,0.0,Kaduna,
2020-04-13,189.0,61.0,5.0,123.0,13.0,6.0,0.0,Lagos,
2020-04-13,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Niger,
2020-04-13,3.0,0.0,0.0,3.0,1.0,0.0,0.0,Ondo,
2020-04-13,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Benue,
2020-04-13,3.0,0.0,1.0,2.0,0.0,0.0,0.0,Delta,
2020-04-13,20.0,11.0,0.0,9.0,0.0,0.0,0.0,Osun,
2020-04-13,14.0,0.0,1.0,13.0,2.0,0.0,0.0,Edo,
2020-04-13,6.0,0.0,0.0,6.0,0.0,0.0,0.0,Bauchi,
2020-04-13,3.0,0.0,0.0,3.0,2.0,0.0,0.0,Kano,
2020-04-13,2.0,0.0,0.0,2.0,0.0,0.0,0.0,Enugu,
2020-04-13,4.0,0.0,0.0,4.0,0.0,0.0,0.0,Kwara,
2020-04-13,9.0,2.0,0.0,7.0,2.0,0.0,0.0,Ogun,
2020-04-13,5.0,0.0,0.0,5.0,0.0,0.0,0.0,Akwa Ibom,
2020-04-12,2.0,0.0,0.0,2.0,0.0,0.0,0.0,Enugu,
2020-04-12,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Niger,
2020-04-12,11.0,4.0,0.0,7.0,0.0,0.0,0.0,Oyo,
2020-04-12,7.0,2.0,0.0,5.0,0.0,0.0,0.0,Ogun,
2020-04-12,2.0,1.0,0.0,1.0,0.0,0.0,0.0,Ekiti,
2020-04-12,12.0,0.0,1.0,11.0,0.0,0.0,0.0,Edo,
2020-04-12,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Benue,
2020-04-12,6.0,0.0,0.0,6.0,0.0,0.0,0.0,Kaduna,
2020-04-12,4.0,0.0,0.0,4.0,2.0,0.0,0.0,Kwara,
2020-04-12,5.0,0.0,0.0,5.0,0.0,0.0,0.0,Akwa Ibom,
2020-04-12,6.0,0.0,0.0,6.0,0.0,0.0,0.0,Bauchi,
2020-04-12,2.0,0.0,0.0,2.0,0.0,0.0,0.0,Ondo,
2020-04-12,2.0,1.0,0.0,1.0,0.0,0.0,0.0,Rivers,
2020-04-12,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Kano,
2020-04-12,20.0,11.0,0.0,9.0,0.0,10.0,0.0,Osun,
2020-04-12,176.0,55.0,5.0,116.0,2.0,5.0,0.0,Lagos,
2020-04-12,3.0,0.0,1.0,2.0,0.0,0.0,0.0,Delta,
2020-04-12,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Anambra,
2020-04-12,5.0,0.0,1.0,4.0,1.0,0.0,0.0,Katsina,
2020-04-11,1.0,0.0,0.0,1.0,1.0,0.0,0.0,Kano,
2020-04-11,6.0,0.0,0.0,6.0,0.0,0.0,0.0,Bauchi,
2020-04-11,3.0,0.0,1.0,2.0,1.0,0.0,0.0,Delta,
2020-04-11,20.0,1.0,0.0,19.0,0.0,0.0,0.0,Osun,
2020-04-11,12.0,0.0,1.0,11.0,0.0,0.0,0.0,Edo,
2020-04-11,2.0,0.0,0.0,2.0,0.0,0.0,0.0,Kwara,
2020-04-11,174.0,50.0,5.0,119.0,11.0,4.0,3.0,Lagos,
2020-04-11,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Niger,
2020-04-11,6.0,0.0,0.0,6.0,0.0,0.0,0.0,Kaduna,
2020-04-11,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Benue,
2020-04-11,2.0,1.0,0.0,1.0,0.0,0.0,0.0,Ekiti,
2020-04-11,11.0,4.0,0.0,7.0,0.0,4.0,0.0,Oyo,
2020-04-11,2.0,1.0,0.0,1.0,0.0,0.0,0.0,Rivers,
2020-04-11,2.0,0.0,0.0,2.0,0.0,0.0,0.0,Enugu,
2020-04-11,5.0,0.0,0.0,5.0,0.0,0.0,0.0,Akwa Ibom,
2020-04-11,4.0,0.0,1.0,3.0,0.0,0.0,0.0,Katsina,
2020-04-11,2.0,0.0,0.0,2.0,0.0,0.0,0.0,Ondo,
2020-04-11,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Anambra,
2020-04-11,7.0,2.0,0.0,5.0,0.0,0.0,0.0,Ogun,
2020-04-10,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Benue,
2020-04-10,4.0,0.0,1.0,3.0,3.0,0.0,0.0,Katsina,
2020-04-10,1.0,0.0,0.0,1.0,,,,Anambra,
2020-04-10,11.0,0.0,0.0,11.0,0.0,0.0,0.0,Oyo,
2020-04-10,2.0,1.0,0.0,1.0,0.0,0.0,0.0,Rivers,
2020-04-10,2.0,0.0,0.0,2.0,0.0,0.0,0.0,Enugu,
2020-04-10,2.0,1.0,0.0,1.0,0.0,0.0,0.0,Ekiti,
2020-04-10,2.0,0.0,0.0,2.0,1.0,0.0,0.0,Ondo,
2020-04-10,1.0,0.0,0.0,1.0,,,,Niger,
2020-04-10,163.0,46.0,2.0,115.0,5.0,7.0,0.0,Lagos,
2020-04-10,6.0,0.0,0.0,6.0,1.0,0.0,0.0,Kaduna,
2020-04-10,2.0,0.0,0.0,2.0,0.0,0.0,0.0,Kwara,
2020-04-10,5.0,0.0,0.0,5.0,0.0,0.0,0.0,Akwa Ibom,
2020-04-10,7.0,2.0,0.0,5.0,3.0,0.0,0.0,Ogun,
2020-04-10,6.0,0.0,0.0,6.0,0.0,0.0,0.0,Bauchi,
2020-04-10,2.0,0.0,1.0,1.0,0.0,0.0,0.0,Delta,
2020-04-10,12.0,0.0,1.0,11.0,0.0,0.0,0.0,Edo,
2020-04-10,20.0,1.0,0.0,19.0,0.0,0.0,0.0,Osun,
2020-04-09,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Katsina,
2020-04-09,158.0,39.0,2.0,117.0,13.0,7.0,0.0,Lagos,
2020-04-09,2.0,0.0,1.0,1.0,1.0,0.0,1.0,Delta,
2020-04-09,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Benue,
2020-04-09,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Ondo,
2020-04-09,12.0,0.0,1.0,11.0,0.0,0.0,0.0,Edo,
2020-04-09,11.0,0.0,0.0,11.0,0.0,0.0,0.0,Oyo,
2020-04-09,2.0,0.0,0.0,2.0,0.0,0.0,0.0,Enugu,
2020-04-09,2.0,1.0,0.0,1.0,0.0,0.0,0.0,Ekiti,
2020-04-09,4.0,2.0,0.0,2.0,0.0,0.0,0.0,Ogun,
2020-04-09,2.0,1.0,0.0,1.0,0.0,0.0,0.0,Rivers,
2020-04-09,2.0,0.0,0.0,2.0,0.0,0.0,0.0,Kwara,
2020-04-09,5.0,0.0,0.0,5.0,0.0,0.0,0.0,Akwa Ibom,
2020-04-09,6.0,0.0,0.0,6.0,-2.0,0.0,0.0,Bauchi,
2020-04-09,5.0,0.0,0.0,5.0,0.0,0.0,0.0,Kaduna,
